lat,lon,orientation
46.332456429526516,7.469545284252634,2.356194490192345
46.088807124838425,7.2585409994890755,1.1780972450961724
46.53431290401093,9.15573877266494,0.0
46.419983053690665,7.117350584670833,1.9634954084936207
46.96782964573053,8.248611203930537,2.356194490192345
46.968601659501196,10.336630275334437,5.497787143782138
46.15785657427732,7.337989725078433,1.5707963267948966
46.82474329020309,9.832032588339892,0.0
46.54036596480522,8.374674991783644,3.141592653589793
46.864385346910154,9.838520938840471,0.0
46.02130505946357,7.43385952584777,5.497787143782138
46.7916740707128,8.412309283394253,2.356194490192345
46.008241275065096,7.871111154322771,3.9269908169872414
46.62085268109817,10.287454273732378,1.9634954084936207
46.665100107920324,10.017125905866044,5.890486225480862
46.01296162812801,7.08262289911643,1.9634954084936207
46.7158471197749,8.783205207392225,5.890486225480862
45.991977903904115,7.415923060770646,2.356194490192345
46.84331304642419,9.83915461117184,1.1780972450961724
46.651008169169216,8.669233541022527,0.7853981633974483
46.10967473616372,7.326502965740338,3.141592653589793
46.45536362497652,7.201745575597668,2.356194490192345
46.14325254637594,7.354775976968655,0.0
46.124876340538954,7.325695506393877,2.356194490192345
46.02233842804688,7.104320357501558,1.1780972450961724
46.389345745510646,7.552518866437741,3.9269908169872414
46.855602496050956,9.853871819340096,0.7853981633974483
46.90451133583508,8.440472455674298,0.7853981633974483
46.14110688331575,7.3750967140484045,0.0
46.770692013467254,8.388100888530872,1.9634954084936207
46.41553324949023,9.90310207189823,0.0
46.61044493343876,8.417661790233888,0.0
46.46981257403737,7.728972123921486,1.5707963267948966
46.5029755608708,9.772839571430966,3.9269908169872414
46.60275372051241,8.61266021194811,2.356194490192345
46.03405024544358,7.199696387587717,0.7853981633974483
46.6171045639031,8.6168887766841,1.5707963267948966
46.544797436800316,9.847426436953027,5.497787143782138
46.609951415502934,7.223259033489281,2.748893571891069
46.0009755710616,7.438637222222222,1.9634954084936207
46.72782634136366,9.611265567079217,2.748893571891069
46.485418882773494,9.562326202912288,4.71238898038469
47.03845709761683,8.814321704146906,3.9269908169872414
46.38403690786484,9.822991413095856,0.39269908169872414
46.49554074714825,7.792284880649133,1.5707963267948966
46.02004564756184,7.432697520245423,5.890486225480862
46.0818831598854,7.943698739218424,5.497787143782138
